Periodo;Partner;Pais;ID_Link;Nombre_Link;ID_Afiliador;Nombre_Afiliador;Registros;Cantidad_Primeros_Depositos;Valor_Primeros_Depositos
2023-06-01 - 2023-06-30;Doradobet;Per˙;1642;Flashscore-PE;14864;ADSVIRTUAL;20;4;130
2023-06-01 - 2023-06-30;Doradobet;Per˙;1673;SHDC;186475;SoyHincha;4;2;40
2023-06-01 - 2023-06-30;Doradobet;Per˙;1678;Trafico-Tragamonedas;46079;Facebook Doradobet;2;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;1681;Trafico-Casino-live;46079;Facebook Doradobet;0;1;10
2023-06-01 - 2023-06-30;Doradobet;Per˙;1702;AHL;164587;Stephen Bruno;1;1;30
2023-06-01 - 2023-06-30;Doradobet;Per˙;1747;NUEVO LINK DE REGISTRO;183193;Alonso;38;8;1675
2023-06-01 - 2023-06-30;Doradobet;Per˙;1765;doradobet_deportes;38713;Thyago;1;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;1768;branding-casino;46079;Facebook Doradobet;2;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;1789;Homepage;294404;Andre;4;1;50
2023-06-01 - 2023-06-30;Doradobet;Per˙;1792;review;294404;Andre;2;1;50
2023-06-01 - 2023-06-30;Doradobet;Per˙;1795;Other;294404;Andre;26;14;330
2023-06-01 - 2023-06-30;Doradobet;Per˙;1795;Other;305489;Fabrizio;1;1;20
2023-06-01 - 2023-06-30;Doradobet;Per˙;1801;Eurocopa;46079;Facebook Doradobet;0;3;50
2023-06-01 - 2023-06-30;Doradobet;Per˙;1807;Copa_America;46079;Facebook Doradobet;0;4;90
2023-06-01 - 2023-06-30;Doradobet;Per˙;1816;Trafico_Deportivas;46079;Facebook Doradobet;71;16;650
2023-06-01 - 2023-06-30;Doradobet;Per˙;1833;FS_Wallpaper;14864;ADSVIRTUAL;5;2;210
2023-06-01 - 2023-06-30;Doradobet;Per˙;1860;bonus;382989;victor;2;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;1878;review;382989;victor;3;2;60
2023-06-01 - 2023-06-30;Doradobet;Per˙;1890;AdC_Casino;14864;ADSVIRTUAL;43;1;10
2023-06-01 - 2023-06-30;Doradobet;Per˙;1902;cuotas;22651;PropellerAds;0;1;10
2023-06-01 - 2023-06-30;Doradobet;Per˙;1947;SPR_Deportivas;14864;ADSVIRTUAL;29;3;47
2023-06-01 - 2023-06-30;Doradobet;Per˙;1950;SPR_Casino;14864;ADSVIRTUAL;42;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;2055;Registro;16975;carlos enrique;0;2;40
2023-06-01 - 2023-06-30;Doradobet;Per˙;2059;Gustavo Peralta;726691;Gustavo;11;2;80
2023-06-01 - 2023-06-30;Doradobet;Per˙;2062;Eliminatorias_UEFA;46079;Facebook Doradobet;0;1;30
2023-06-01 - 2023-06-30;Doradobet;Per˙;2065;Eliminatorias_CONMEBOL;46079;Facebook Doradobet;257;43;1061
2023-06-01 - 2023-06-30;Doradobet;Per˙;2116;Registro_IG;7061;prueba;7;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;2116;Registro_IG;14864;ADSVIRTUAL;33;10;210
2023-06-01 - 2023-06-30;Doradobet;Per˙;2116;Registro_IG;4730720;Juan Diego;1;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;2116;Registro_IG;5446617;Johan  Josue;2;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;2119;apuestas-deportiva-IG-PE;14864;ADSVIRTUAL;2;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;2167;PPADS_Popunder_Peru;22651;PropellerAds;147;1;30
2023-06-01 - 2023-06-30;Doradobet;Per˙;2311;Cuotas FS.pe 2021;9693;mismarcadores;12;2;265
2023-06-01 - 2023-06-30;Doradobet;Per˙;2335;SPR_Cuotas;14864;ADSVIRTUAL;3;1;30
2023-06-01 - 2023-06-30;Doradobet;Per˙;2345;AFREE-HOME;6290;PVENTAPERU22;1;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;2345;AFREE-HOME;7061;prueba;5;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;2345;AFREE-HOME;858148;APUESTASFREE;64;27;5445
2023-06-01 - 2023-06-30;Doradobet;Per˙;2399;Versus;1061222;Ray Antony;1;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;2421;BG_Deportivas;14864;ADSVIRTUAL;15;1;50
2023-06-01 - 2023-06-30;Doradobet;Per˙;2448;ADP_Deportivas;14864;ADSVIRTUAL;512;10;265
2023-06-01 - 2023-06-30;Doradobet;Per˙;2451;ADP_Cuotas;14864;ADSVIRTUAL;32;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;2487;leo;1073396;jean roberth;1;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;2490;AFREE-PRO;858148;APUESTASFREE;5;2;20
2023-06-01 - 2023-06-30;Doradobet;Per˙;2493;AFREE-TERRA;858148;APUESTASFREE;3;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;2505;Retargeting_Promo_Casino;46079;Facebook Doradobet;1;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;2526;RPP_Digital;14864;ADSVIRTUAL;3;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;2640;Momento Deportivo;1243758;Eduardo Rafael;23;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;2675;RAZA CELESTE FB OFICIAL;35027;Cristopher;20;3;540
2023-06-01 - 2023-06-30;Doradobet;Per˙;2684;FutBro;1066745;Piero Alessandro;0;1;15
2023-06-01 - 2023-06-30;Doradobet;Per˙;2690;FRANJA PERUANA;1364837;Piero Giancarlo;0;2;60
2023-06-01 - 2023-06-30;Doradobet;Per˙;2836;Zona Rosada;1565227;Paulo;1;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;2848;FutbolLiga1Peru2022;1558858;John Frangen;1;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;2930;Alan Sports;1601903;Alan;0;1;10
2023-06-01 - 2023-06-30;Doradobet;Per˙;3067;Peru Mejoresapuestas;1705876;Adam;0;3;70
2023-06-01 - 2023-06-30;Doradobet;Per˙;3091;Piel Celeste;1891303;Renzo Apolonio;0;1;10
2023-06-01 - 2023-06-30;Doradobet;Per˙;3097;Textbox FS.pe 2022;9693;mismarcadores;3;1;10
2023-06-01 - 2023-06-30;Doradobet;Per˙;3110;hermanoscelestes;1893877;Freddy;4;2;40
2023-06-01 - 2023-06-30;Doradobet;Per˙;3142;RegistroBL;21029;JULIEN;10;3;100
2023-06-01 - 2023-06-30;Doradobet;Per˙;3174;LaBandaDeFuerzaOriente1975;2064771;Miguel Angel;27;5;60
2023-06-01 - 2023-06-30;Doradobet;Per˙;3196;home;2088391;Caio;1;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;3199;home;17393;Punto Pruebas;0;1;10
2023-06-01 - 2023-06-30;Doradobet;Per˙;3199;home;2088391;Caio;1;15;1782
2023-06-01 - 2023-06-30;Doradobet;Per˙;3202;register;2088391;Caio;1;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;3223;Amistosos_Mundial;46079;Facebook Doradobet;0;2;60
2023-06-01 - 2023-06-30;Doradobet;Per˙;3251;AdPro_Casino;14864;ADSVIRTUAL;170;1;50
2023-06-01 - 2023-06-30;Doradobet;Per˙;3312;Cash_Back_Deportes;46079;Facebook Doradobet;0;3;50
2023-06-01 - 2023-06-30;Doradobet;Per˙;3440;mibelaapuestasperu;23284;Enrique;1;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;3446;Doradobet;2088391;Caio;1;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;3482;Bingo;46079;Facebook Doradobet;0;4;80
2023-06-01 - 2023-06-30;Doradobet;Per˙;3526;Doradoapuestas;154657;Jorge;36;17;1470
2023-06-01 - 2023-06-30;Doradobet;Per˙;3586;generic;7061;prueba;1;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;3586;generic;310374;Roxana;76;35;845
2023-06-01 - 2023-06-30;Doradobet;Per˙;3737;FvriaRoja1995;2642629;CIENCIANO;3;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;3751;PE;72013;Juan Carlos;1;1;30
2023-06-01 - 2023-06-30;Doradobet;Per˙;3847;MEMO;42025;Die;11;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;3962;Registro_Mundial;46079;Facebook Doradobet;0;8;1470
2023-06-01 - 2023-06-30;Doradobet;Per˙;3989;Vidoomy_Video;14864;ADSVIRTUAL;2;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;3998;Registro Promo Deportivas;46079;Facebook Doradobet;0;4;100
2023-06-01 - 2023-06-30;Doradobet;Per˙;4015;Amistosos;46079;Facebook Doradobet;0;1;90
2023-06-01 - 2023-06-30;Doradobet;Per˙;4039;Cuotas Especiales Mundial;46079;Facebook Doradobet;0;23;642,5
2023-06-01 - 2023-06-30;Doradobet;Per˙;4096;bettingguide-pe-b;757282;David;2;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;4105;DoradoBet App;154657;Jorge;1;1;20
2023-06-01 - 2023-06-30;Doradobet;Per˙;4376;Pamela;3780294;Pamela;3;1;10
2023-06-01 - 2023-06-30;Doradobet;Per˙;4671;E-Sports;46079;Facebook Doradobet;1;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;4738;La Docce del Pap·;4076316;Rocio Raquel;5;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;4921;Embajadur Crema;4119889;Luis Antonio;73;2;30
2023-06-01 - 2023-06-30;Doradobet;Per˙;5008;Doradobet zona sur;1558858;John Frangen;1;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;5026;365Score_PE;14864;ADSVIRTUAL;7;1;15
2023-06-01 - 2023-06-30;Doradobet;Per˙;5037;PPADS_Sorteos;22651;PropellerAds;122;1;50
2023-06-01 - 2023-06-30;Doradobet;Per˙;5065;PPADS_Cuotas;22651;PropellerAds;120;4;65
2023-06-01 - 2023-06-30;Doradobet;Per˙;5134;ESPN_PE;14864;ADSVIRTUAL;3;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;5137;CHAPATUBONO;4065522;shiran;5;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;5275;Adc_POPUNDER_Champions;14864;ADSVIRTUAL;33;2;40
2023-06-01 - 2023-06-30;Doradobet;Per˙;5278;Adc_PopUnder_BonoBienvenida;14864;ADSVIRTUAL;52;2;61
2023-06-01 - 2023-06-30;Doradobet;Per˙;5281;Adc_POPUNDER_LigaPeruana;14864;ADSVIRTUAL;49;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;5287;PopCash_BonoBienvenida_Desk;14864;ADSVIRTUAL;8;1;10
2023-06-01 - 2023-06-30;Doradobet;Per˙;5296;PopCash_Champions_DESK;14864;ADSVIRTUAL;7;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;5305;PopCash_Casino_MOB;14864;ADSVIRTUAL;14;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;5419;Apuestas_Depor_PE;14864;ADSVIRTUAL;2;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;5423;MGID_Casino;14864;ADSVIRTUAL;205;1;30
2023-06-01 - 2023-06-30;Doradobet;Per˙;5424;MGID_Champions;14864;ADSVIRTUAL;19;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;5937;Juan Diego;4730720;Juan Diego;32;1;200
2023-06-01 - 2023-06-30;Doradobet;Per˙;5955;Registro_Amistosos;46079;Facebook Doradobet;0;1;11
2023-06-01 - 2023-06-30;Doradobet;Per˙;6130;FRANJAALIANZA;1364837;Piero Giancarlo;6;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;6301;JPERankSportBono;2401007;Maximiliano;3;1;10
2023-06-01 - 2023-06-30;Doradobet;Per˙;6304;JPEReviewSportBono;2401007;Maximiliano;2;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;6307;JPEPostPosSportBono;2401007;Maximiliano;1;1;10
2023-06-01 - 2023-06-30;Doradobet;Per˙;6319;Adc_PopUnder_BonoBienvenida;14864;ADSVIRTUAL;33;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;6322;Adc_PopUnder_Liga1;14864;ADSVIRTUAL;41;1;50
2023-06-01 - 2023-06-30;Doradobet;Per˙;6370;Adc_PopUnderCasino;14864;ADSVIRTUAL;225;2;80
2023-06-01 - 2023-06-30;Doradobet;Per˙;6376;Adc_InPagePush;14864;ADSVIRTUAL;2;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;6415;AOPReviewSportBono;2401007;Maximiliano;1;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;6418;AOPostPosSportBono;2401007;Maximiliano;1;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;6532;SORTEO SAN ANDRES;14864;ADSVIRTUAL;19;1;50
2023-06-01 - 2023-06-30;Doradobet;Per˙;6559;Registro_Promo_Deportivas;46079;Facebook Doradobet;440;35;1678,7
2023-06-01 - 2023-06-30;Doradobet;Per˙;6649;UNIVERSITARIO;1364837;Piero Giancarlo;6;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;6829;FbPE_CoppaItalia_Registro;46079;Facebook Doradobet;0;2;60
2023-06-01 - 2023-06-30;Doradobet;Per˙;6955;FbPeru_Registro_F1;46079;Facebook Doradobet;39;8;235
2023-06-01 - 2023-06-30;Doradobet;Per˙;7012;FbPeru_PromosCasino_Registro;46079;Facebook Doradobet;204;38;1405,88
2023-06-01 - 2023-06-30;Doradobet;Per˙;7117;STEPHANY ROJAS;98577;Juan Julian;1;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;7117;STEPHANY ROJAS;2848570;STEPHANY GERALDINE;16;1;10
2023-06-01 - 2023-06-30;Doradobet;Per˙;7174;12;6290;PVENTAPERU22;2;1;51
2023-06-01 - 2023-06-30;Doradobet;Per˙;7174;12;7061;prueba;11;4;175
2023-06-01 - 2023-06-30;Doradobet;Per˙;7174;12;98577;Juan Julian;1;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;7174;12;2088391;Caio;321;146;16194
2023-06-01 - 2023-06-30;Doradobet;Per˙;7189;Tacolo_Bingo;14864;ADSVIRTUAL;46;1;10
2023-06-01 - 2023-06-30;Doradobet;Per˙;7243;MGID_GenericoMarca;14864;ADSVIRTUAL;41;1;50
2023-06-01 - 2023-06-30;Doradobet;Per˙;7715;instalianza;5325926;Sebastian;8;1;100
2023-06-01 - 2023-06-30;Doradobet;Per˙;7754;MGID_MegaMes;14864;ADSVIRTUAL;21;1;30
2023-06-01 - 2023-06-30;Doradobet;Per˙;7760;MGID_Nos_Volvimos_Locos;14864;ADSVIRTUAL;46;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;7763;MGID_BINGO;14864;ADSVIRTUAL;15;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;7766;MGID_Juegos_Finde;14864;ADSVIRTUAL;15;1;50
2023-06-01 - 2023-06-30;Doradobet;Per˙;7820;PPADS_PopUnder_Casino;22651;PropellerAds;134;1;30
2023-06-01 - 2023-06-30;Doradobet;Per˙;7823;PPADS_Sorteos2;22651;PropellerAds;27;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;8002;FBPE_NationsLeague;46079;Facebook Doradobet;10;2;220
2023-06-01 - 2023-06-30;Doradobet;Per˙;8005;FBPE_Amistosos;46079;Facebook Doradobet;12;1;10
2023-06-01 - 2023-06-30;Doradobet;Per˙;8011;FBPE_BonoBicolor;46079;Facebook Doradobet;158;15;371
2023-06-01 - 2023-06-30;Doradobet;Per˙;8017;DONOSO;5401306;Juan Carlos;1;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;8106;soyhinchadelau;5446617;Johan  Josue;27;1;40
2023-06-01 - 2023-06-30;Doradobet;Per˙;8115;PE_Digital_Latina;14864;ADSVIRTUAL;4;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;8157;ENTREGRONES;5436900;Entre;11;0;0
2023-06-01 - 2023-06-30;Doradobet;Per˙;8199;BidQuestPE_BingoMillonario;14864;ADSVIRTUAL;1;0;0
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;640;sorteo-mesas-envivo;255431;Daniela;705;2;27
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;1335;Ppads-ECU-I-page-push;255431;Daniela;0;1;5
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;1338;Ppads-ECU-clasic-Push;255431;Daniela;0;2;4
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;1359;BG-Apuestas-deportivas;255431;Daniela;62;4;21
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;1362;BG-casino;255431;Daniela;70;6;60
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;1371;Test;223250;FloresM Ecuabet;0;1;4
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;1371;Test;251959;Afiliador;162;61;551,25
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;1406;Adpro-Ecu-cuotas;255431;Daniela;0;1;100
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;1578;champions;264250;Cristofer;0;1;10
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;1646;Beso-ECU;255431;Daniela;217;41;309
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;1743;RRSS;402792;Esteban;0;2;12
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;1749;boton-registro-FB-ECU;217215;AFILIADOS ECUABET;52;40;622,5
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;1998;SPR_Casino;255431;Daniela;50;2;11
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2077;SPR_Deportivas;255431;Daniela;32;1;5
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2122;boton_registro_IG_ecu;217215;AFILIADOS ECUABET;29;21;155
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2122;boton_registro_IG_ecu;1077237;Ecuabet La MarÌn;0;1;10
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2125;apuestas-deportiva-IG-ecu;217215;AFILIADOS ECUABET;2;0;0
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2185;PPADS_popunder_ECU;255431;Daniela;0;1;2
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2194;PPADS_sorteos_ECU;255431;Daniela;400;7;41,89
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2263;POPC_Desk_ECU;255431;Daniela;32;6;38
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2266;POPC_Mob_ECU;255431;Daniela;0;2;60
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2275;Adc_Deportes;255431;Daniela;2;13;49
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2278;Adc_Casino_Ecu;255431;Daniela;4;7;56
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2375;Link1;1035746;carlos;188;39;836
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2387;FSALAS11;1044374;Franklin;0;1;20
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2424;BG_Cuotas;255431;Daniela;9;0;0
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2442;SPR_Cuotas;255431;Daniela;2;0;0
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2454;ADS_Deportivas;255431;Daniela;1851;67;529,2
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2457;ADS_Cuotas;255431;Daniela;27;5;28
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2469;Metro_ecuador;255431;Daniela;2;2;20
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2535;Trafico_Deprotivas;1213088;FacebookEcuabet;0;5;18
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2550;Bono_Bienvenida;1213088;FacebookEcuabet;0;7;53
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2556;Torneo_Deportes;1213088;FacebookEcuabet;0;3;35
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2559;Sorteo_Deportes;1213088;FacebookEcuabet;0;3;14
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2565;Registro_Promo_Casinio;1213088;FacebookEcuabet;0;3;8
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2568;Sorteo_Casino;1213088;FacebookEcuabet;0;1;10
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2574;Torneos_Casino;1213088;FacebookEcuabet;0;9;83
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2583;LaLiga;1213088;FacebookEcuabet;0;3;25
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2586;Ligue1;1213088;FacebookEcuabet;0;1;10
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2589;Premier_League;1213088;FacebookEcuabet;0;1;30
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2592;Generico_Europeas;1213088;FacebookEcuabet;0;2;12
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2595;Eliminatorias_Mundial;1213088;FacebookEcuabet;0;6;247
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2601;Mexico1;1219914;Andres;149;56;588
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2601;Mexico1;2170151;Lanceros VIP 2 EC;0;1;10
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2604;GLOBAL SPORTS;1222137;Global;2;1;1
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2619;ANDR…S PONCE;1225530;AndrÈs;3;0;0
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2631;Club_Oro;1213088;FacebookEcuabet;0;4;29
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2634;Liga_Pro;1213088;FacebookEcuabet;0;18;174,25
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2669;champions_League;1213088;FacebookEcuabet;0;10;109
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2711;Copa_Libertadores;1213088;FacebookEcuabet;0;3;35
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2720;Europa_League;1213088;FacebookEcuabet;0;2;20
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2726;Copa_Sudamericana;1213088;FacebookEcuabet;0;1;10
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2809;FamiliAlba;1521074;Famili;3;0;0
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;2980;NBA;1213088;FacebookEcuabet;0;1;5
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;3105;Ecuatorianos_en_el_Extranjero;1213088;FacebookEcuabet;0;3;22
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;3133;ApuestasLA;255431;Daniela;15;2;25
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;3157;MGID;255431;Daniela;0;8;68
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;3162;hjalmarintriago;1161596;Hjalmar;1;0;0
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;3205;Pronosticos_free;1213088;FacebookEcuabet;0;1;10
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;3332;AnahiLDU;1521074;Famili;0;1;5
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;3401;AdPro_Casino;255431;Daniela;572;10;43,5
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;3521;AdsMovil_Loteria;255431;Daniela;0;1;3
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;3559;Taboola_Video;255431;Daniela;45;6;158
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;3565;Taboola_Deportivo;255431;Daniela;0;1;3
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;3983;Vidoomy_Video;255431;Daniela;9;0;0
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;4090;Pierre Costain;1521074;Famili;1;0;0
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;4723;PropellerAds Prize;255431;Daniela;235;5;33
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5027;365Score_EC;255431;Daniela;0;1;20
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5058;ESPN_EC;255431;Daniela;1;0;0
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5067;PPADS_Cuotas;255431;Daniela;45;1;5
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5095;Taboola_Anuncio1;255431;Daniela;10;0;0
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5155;AdFly_Casino;255431;Daniela;0;1;5
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5338;Adc_PopUnder_BonoBienvenida;255431;Daniela;538;5;23
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5353;PopCash_BonoBienvenida_Desk;255431;Daniela;41;0;0
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5356;PopCash_BonoBienvenida_MOB;255431;Daniela;42;1;10,5
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5359;PopCash_Casino_MOB;255431;Daniela;28;2;8
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5362;PopCash_Casino_DESK;255431;Daniela;40;0;0
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5397;AECRankSportBono;2401193;Maximiliano;14;5;33
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5398;AECReviewSportBono;2401193;Maximiliano;3;1;6,15
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5399;AECPostPosSportBono;2401193;Maximiliano;2;1;18
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5427;MGID_BonoBienvenida;255431;Daniela;274;17;245
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5428;MGID_Casino;255431;Daniela;52;1;5
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5429;MGID_LigaEcuatoriana;255431;Daniela;0;1;20
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5434;Twitter_F1;255431;Daniela;1;0;0
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5437;Twitter_Libertadores;255431;Daniela;14;1;4
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5473;Twitter_Bono_de_bienvenida;255431;Daniela;32;0;0
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5509;Twitter_Sudamericana;255431;Daniela;9;0;0
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5725;Twitter_Liga_Pro;255431;Daniela;28;2;40
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5728;Twitter_UFC;255431;Daniela;3;0;0
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5731;Twitter_Champions;255431;Daniela;42;5;157
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5734;Twitter_La_Liga;255431;Daniela;1;0;0
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5819;Twitter_Torneos_Deportivos;255431;Daniela;1;0;0
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5822;Twitter_Encuentas;255431;Daniela;29;2;15
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5825;Twitter_Hilo;255431;Daniela;2;0;0
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5873;Twitter_PartidosInternacionales;255431;Daniela;3;0;0
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5924;Twitter_SelEcuador;255431;Daniela;13;0;0
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;5943;JAIRO;1521074;Famili;2;0;0
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;6049;LORE REGISTRO;4778206;Lorena Marina;16;0;0
2023-06-01 - 2023-06-30;Ecuabet;Ecuador;6106;ElUniverso_QR;255431;Daniela;1;0;0
